NAME                 STATE                CREATE_TIME                  START_TIME                   END_TIME                     DISPLAY_NAME
9059936917650407424  JOB_STATE_CANCELLED  2026-02-17T10:54:03.803587Z  2026-02-17T10:54:03.921466Z  2026-02-17T10:55:19.464322Z  omega-v60-run_vertex_base_matrix-20260217-185335
4749992074256842752  JOB_STATE_CANCELLED  2026-02-17T10:51:38.757306Z  2026-02-17T10:51:38.860315Z  2026-02-17T10:52:35.197595Z  omega-v60-run_vertex_base_matrix-20260217-184803
5601172403829866496  JOB_STATE_CANCELLED  2026-02-17T10:51:19.134066Z  2026-02-17T10:51:19.242916Z  2026-02-17T10:53:27.703699Z  omega-v60-run_vertex_base_matrix-20260217-185051
4118080751541420032  JOB_STATE_SUCCEEDED  2026-02-17T06:54:37.082661Z  2026-02-17T06:57:56Z         2026-02-17T06:58:56Z         omega-v60-v60_swarm_xgb-20260217-145409
2040232473463357440  JOB_STATE_SUCCEEDED  2026-02-17T03:31:19.681954Z  2026-02-17T03:34:23Z         2026-02-17T03:34:53Z         v60-frame-cloud-canary-20260217_113117
8439847543956832256  JOB_STATE_FAILED     2026-02-17T03:13:21.264652Z  2026-02-17T03:15:17Z         2026-02-17T03:16:17Z         omega-v60-backtest-smoke-cli4-20260217-1113
3404823160556617728  JOB_STATE_FAILED     2026-02-17T03:07:55.153404Z  2026-02-17T03:09:34Z         2026-02-17T03:10:04Z         omega-v60-backtest-smoke-cli3-20260217-1108
6034714236708454400  JOB_STATE_FAILED     2026-02-17T03:02:36.201480Z  2026-02-17T03:05:45Z         2026-02-17T03:05:45Z         omega-v60-backtest-smoke-cli2-20260217-1103
4721774207841599488  JOB_STATE_SUCCEEDED  2026-02-16T16:25:20.729492Z  2026-02-16T16:28:00Z         2026-02-16T16:33:01Z         omega-backtest-v52-final-retry-3
5053914680360173568  JOB_STATE_FAILED     2026-02-16T15:51:34.449458Z  2026-02-16T15:53:48Z         2026-02-16T15:54:48Z         omega-backtest-v52-final-retry-2
1989778083887972352  JOB_STATE_FAILED     2026-02-16T15:45:27.202878Z  2026-02-16T15:48:01Z         2026-02-16T15:49:32Z         omega-backtest-v52-final-retry
4459439529547268096  JOB_STATE_FAILED     2026-02-16T15:24:12.889492Z  2026-02-16T15:26:51Z         2026-02-16T15:28:52Z         omega-backtest-v52-final
3156210387376930816  JOB_STATE_SUCCEEDED  2026-02-16T14:54:46.607043Z  2026-02-16T15:05:54Z         2026-02-16T15:11:25Z         swarm-v52i-w15
1870432693762654208  JOB_STATE_SUCCEEDED  2026-02-16T14:54:44.148728Z  2026-02-16T15:04:29Z         2026-02-16T15:11:31Z         swarm-v52i-w14
3343109771912806400  JOB_STATE_SUCCEEDED  2026-02-16T14:54:41.623866Z  2026-02-16T15:04:37Z         2026-02-16T15:12:09Z         swarm-v52i-w13
2687836026130399232  JOB_STATE_SUCCEEDED  2026-02-16T14:54:39.170954Z  2026-02-16T15:04:12Z         2026-02-16T15:11:13Z         swarm-v52i-w12
5545369989696978944  JOB_STATE_SUCCEEDED  2026-02-16T14:54:36.722949Z  2026-02-16T15:04:03Z         2026-02-16T15:10:35Z         swarm-v52i-w11
5462053396590624768  JOB_STATE_SUCCEEDED  2026-02-16T14:54:34.283500Z  2026-02-16T14:56:49Z         2026-02-16T15:03:51Z         swarm-v52i-w10
5648952781126500352  JOB_STATE_SUCCEEDED  2026-02-16T14:54:31.758149Z  2026-02-16T14:57:10Z         2026-02-16T15:04:12Z         swarm-v52i-w09
4993679035344093184  JOB_STATE_SUCCEEDED  2026-02-16T14:54:29.282645Z  2026-02-16T14:57:05Z         2026-02-16T15:03:37Z         swarm-v52i-w08
1037266762699112448  JOB_STATE_SUCCEEDED  2026-02-16T14:54:26.825843Z  2026-02-16T14:57:06Z         2026-02-16T15:04:08Z         swarm-v52i-w07
5308931009260027904  JOB_STATE_SUCCEEDED  2026-02-16T14:54:24.389586Z  2026-02-16T14:57:06Z         2026-02-16T15:04:38Z         swarm-v52i-w06
8531256542643617792  JOB_STATE_SUCCEEDED  2026-02-16T14:54:21.899568Z  2026-02-16T14:56:53Z         2026-02-16T15:03:25Z         swarm-v52i-w05
8740673925316345856  JOB_STATE_SUCCEEDED  2026-02-16T14:54:19.418266Z  2026-02-16T14:57:13Z         2026-02-16T15:04:45Z         swarm-v52i-w04
850367378163236864   JOB_STATE_SUCCEEDED  2026-02-16T14:54:16.948433Z  2026-02-16T14:57:16Z         2026-02-16T15:03:48Z         swarm-v52i-w03
8427673751214096384  JOB_STATE_SUCCEEDED  2026-02-16T14:54:14.475881Z  2026-02-16T14:57:07Z         2026-02-16T15:04:38Z         swarm-v52i-w02
8668616331278417920  JOB_STATE_SUCCEEDED  2026-02-16T14:54:11.972584Z  2026-02-16T14:57:07Z         2026-02-16T15:04:10Z         swarm-v52i-w01
3140447788681134080  JOB_STATE_FAILED     2026-02-16T14:32:51.742160Z  2026-02-16T14:35:55Z         2026-02-16T14:41:57Z         swarm-v52h-w01
6352640222903140352  JOB_STATE_FAILED     2026-02-16T13:53:41.930860Z  2026-02-16T13:56:33Z         2026-02-16T14:05:06Z         swarm-v52g-w01
7946914490992295936  JOB_STATE_FAILED     2026-02-16T13:41:52.838769Z  2026-02-16T13:44:31Z         2026-02-16T13:46:31Z         swarm-v52f-w01
6760215989180170240  JOB_STATE_FAILED     2026-02-16T13:19:20.023719Z  2026-02-16T13:22:09Z         2026-02-16T13:24:40Z         swarm-v52e-w01
1003771240470544384  JOB_STATE_FAILED     2026-02-16T12:41:04.335019Z  2026-02-16T12:53:51Z         2026-02-16T12:55:52Z         swarm-v52d-w15
7792947678731567104  JOB_STATE_FAILED     2026-02-16T12:41:01.942328Z  2026-02-16T12:53:45Z         2026-02-16T12:55:15Z         swarm-v52d-w14
6698572969280536576  JOB_STATE_FAILED     2026-02-16T12:40:59.447153Z  2026-02-16T12:53:50Z         2026-02-16T12:55:51Z         swarm-v52d-w13
301209698600747008   JOB_STATE_FAILED     2026-02-16T12:40:56.984971Z  2026-02-16T12:53:28Z         2026-02-16T12:55:28Z         swarm-v52d-w12
4966938912556580864  JOB_STATE_FAILED     2026-02-16T12:40:54.504617Z  2026-02-16T12:54:02Z         2026-02-16T12:56:02Z         swarm-v52d-w11
6678306770957369344  JOB_STATE_FAILED     2026-02-16T12:40:52.093762Z  2026-02-16T12:49:55Z         2026-02-16T12:51:25Z         swarm-v52d-w10
5383521878088351744  JOB_STATE_FAILED     2026-02-16T12:40:49.673106Z  2026-02-16T12:49:44Z         2026-02-16T12:51:45Z         swarm-v52d-w09
355252894129192960   JOB_STATE_FAILED     2026-02-16T12:40:47.189929Z  2026-02-16T12:49:55Z         2026-02-16T12:51:56Z         swarm-v52d-w08
8659890607000387584  JOB_STATE_FAILED     2026-02-16T12:40:44.708134Z  2026-02-16T12:49:46Z         2026-02-16T12:51:46Z         swarm-v52d-w07
771835859660963840   JOB_STATE_FAILED     2026-02-16T12:40:42.204796Z  2026-02-16T12:49:53Z         2026-02-16T12:51:54Z         swarm-v52d-w06
7851494473887383552  JOB_STATE_FAILED     2026-02-16T12:40:39.725450Z  2026-02-16T12:49:44Z         2026-02-16T12:52:15Z         swarm-v52d-w05
2066620752529981440  JOB_STATE_FAILED     2026-02-16T12:40:37.354129Z  2026-02-16T12:49:49Z         2026-02-16T12:51:49Z         swarm-v52d-w04
8497761020415049728  JOB_STATE_FAILED     2026-02-16T12:40:34.922723Z  2026-02-16T12:49:47Z         2026-02-16T12:51:48Z         swarm-v52d-w03
3239808455459995648  JOB_STATE_FAILED     2026-02-16T12:40:32.557835Z  2026-02-16T12:49:36Z         2026-02-16T12:51:37Z         swarm-v52d-w02
3886075001987661824  JOB_STATE_FAILED     2026-02-16T12:40:30.111529Z  2026-02-16T12:49:53Z         2026-02-16T12:51:53Z         swarm-v52d-w01
5064892204451889152  JOB_STATE_FAILED     2026-02-16T11:34:19.532164Z  2026-02-16T11:47:07Z         2026-02-16T11:48:07Z         swarm-v52c-w15
8113829152181714944  JOB_STATE_FAILED     2026-02-16T11:34:17.139021Z  2026-02-16T11:47:05Z         2026-02-16T11:48:06Z         swarm-v52c-w14
4294776668171534336  JOB_STATE_FAILED     2026-02-16T11:34:14.666311Z  2026-02-16T11:47:03Z         2026-02-16T11:48:33Z         swarm-v52c-w13
3502143133754327040  JOB_STATE_FAILED     2026-02-16T11:34:12.269817Z  2026-02-16T11:46:56Z         2026-02-16T11:47:57Z         swarm-v52c-w12
6600619677385228288  JOB_STATE_FAILED     2026-02-16T11:34:09.762521Z  2026-02-16T11:46:58Z         2026-02-16T11:47:58Z         swarm-v52c-w11
1988933658957840384  JOB_STATE_FAILED     2026-02-16T11:34:07.355710Z  2026-02-16T11:43:34Z         2026-02-16T11:45:05Z         swarm-v52c-w10
7753541181992075264  JOB_STATE_FAILED     2026-02-16T11:34:04.958597Z  2026-02-16T11:43:55Z         2026-02-16T11:44:55Z         swarm-v52c-w09
8316491135413387264  JOB_STATE_FAILED     2026-02-16T11:34:02.585079Z  2026-02-16T11:43:32Z         2026-02-16T11:44:32Z         swarm-v52c-w08
1398962107772305408  JOB_STATE_FAILED     2026-02-16T11:34:00.132952Z  2026-02-16T11:43:36Z         2026-02-16T11:44:36Z         swarm-v52c-w07
7812087977147891712  JOB_STATE_FAILED     2026-02-16T11:33:57.659686Z  2026-02-16T11:43:49Z         2026-02-16T11:44:49Z         swarm-v52c-w06
6294374902724034560  JOB_STATE_FAILED     2026-02-16T11:33:55.194819Z  2026-02-16T11:43:31Z         2026-02-16T11:44:31Z         swarm-v52c-w05
3718315915868110848  JOB_STATE_FAILED     2026-02-16T11:33:52.723984Z  2026-02-16T11:43:43Z         2026-02-16T11:44:44Z         swarm-v52c-w04
6974418446456979456  JOB_STATE_FAILED     2026-02-16T11:33:50.293451Z  2026-02-16T11:43:41Z         2026-02-16T11:44:41Z         swarm-v52c-w03
6024158925081804800  JOB_STATE_FAILED     2026-02-16T11:33:47.818017Z  2026-02-16T11:43:53Z         2026-02-16T11:44:53Z         swarm-v52c-w02
4038071489411416064  JOB_STATE_FAILED     2026-02-16T11:33:45.385142Z  2026-02-16T11:43:37Z         2026-02-16T11:45:07Z         swarm-v52c-w01
4693345235193823232  JOB_STATE_FAILED     2026-02-16T10:56:56.326945Z  2026-02-16T11:09:15Z         2026-02-16T11:10:15Z         swarm-v52b-w15
8291721337462849536  JOB_STATE_FAILED     2026-02-16T10:56:53.930006Z  2026-02-16T11:08:51Z         2026-02-16T11:09:51Z         swarm-v52b-w14
4601584392786149376  JOB_STATE_FAILED     2026-02-16T10:56:51.545786Z  2026-02-16T11:09:01Z         2026-02-16T11:10:01Z         swarm-v52b-w13
3680035319035461632  JOB_STATE_FAILED     2026-02-16T10:56:49.057149Z  2026-02-16T11:09:08Z         2026-02-16T11:10:08Z         swarm-v52b-w12
3313554899358187520  JOB_STATE_FAILED     2026-02-16T10:56:46.542440Z  2026-02-16T11:09:09Z         2026-02-16T11:10:09Z         swarm-v52b-w11
6170525912971345920  JOB_STATE_FAILED     2026-02-16T10:56:44.070891Z  2026-02-16T11:06:07Z         2026-02-16T11:07:07Z         swarm-v52b-w10
4648309238920118272  JOB_STATE_FAILED     2026-02-16T10:56:41.576940Z  2026-02-16T11:05:48Z         2026-02-16T11:06:48Z         swarm-v52b-w09
3241497305320259584  JOB_STATE_FAILED     2026-02-16T10:56:39.106993Z  2026-02-16T11:06:07Z         2026-02-16T11:07:08Z         swarm-v52b-w08
2689806350967373824  JOB_STATE_FAILED     2026-02-16T10:56:36.643022Z  2026-02-16T11:05:42Z         2026-02-16T11:06:42Z         swarm-v52b-w07
7655024940143345664  JOB_STATE_FAILED     2026-02-16T10:56:34.184124Z  2026-02-16T11:06:22Z         2026-02-16T11:07:22Z         swarm-v52b-w06
7029024591938846720  JOB_STATE_FAILED     2026-02-16T10:56:31.670140Z  2026-02-16T11:05:46Z         2026-02-16T11:06:46Z         swarm-v52b-w05
5367196329439133696  JOB_STATE_FAILED     2026-02-16T10:56:29.216744Z  2026-02-16T11:05:50Z         2026-02-16T11:06:50Z         swarm-v52b-w04
1581920842634231808  JOB_STATE_FAILED     2026-02-16T10:56:26.690222Z  2026-02-16T11:05:55Z         2026-02-16T11:06:55Z         swarm-v52b-w03
755510311011745792   JOB_STATE_FAILED     2026-02-16T10:56:24.200151Z  2026-02-16T11:05:30Z         2026-02-16T11:06:31Z         swarm-v52b-w02
81659216766435328    JOB_STATE_FAILED     2026-02-16T10:56:21.730363Z  2026-02-16T11:05:56Z         2026-02-16T11:06:56Z         swarm-v52b-w01
2194410391956619264  JOB_STATE_FAILED     2026-02-16T10:17:25.386600Z  2026-02-16T10:29:31Z         2026-02-16T10:30:31Z         swarm-v52-w15
4511512400238739456  JOB_STATE_FAILED     2026-02-16T10:17:22.878315Z  2026-02-16T10:29:52Z         2026-02-16T10:30:52Z         swarm-v52-w14
550596527966388224   JOB_STATE_FAILED     2026-02-16T10:17:20.417144Z  2026-02-16T10:29:58Z         2026-02-16T10:30:58Z         swarm-v52-w13
2205669391025045504  JOB_STATE_FAILED     2026-02-16T10:17:17.896788Z  2026-02-16T10:29:40Z         2026-02-16T10:30:40Z         swarm-v52-w12
5632908707453992960  JOB_STATE_FAILED     2026-02-16T10:17:15.435461Z  2026-02-16T10:29:35Z         2026-02-16T10:30:35Z         swarm-v52-w11
7373549963432689664  JOB_STATE_FAILED     2026-02-16T10:17:13.008357Z  2026-02-16T10:26:29Z         2026-02-16T10:27:29Z         swarm-v52-w10
2057050603321819136  JOB_STATE_FAILED     2026-02-16T10:17:10.537760Z  2026-02-16T10:26:22Z         2026-02-16T10:27:23Z         swarm-v52-w09
5067706954218995712  JOB_STATE_FAILED     2026-02-16T10:17:08.036502Z  2026-02-16T10:26:22Z         2026-02-16T10:27:22Z         swarm-v52-w08
4482239002660831232  JOB_STATE_FAILED     2026-02-16T10:17:05.543371Z  2026-02-16T10:26:30Z         2026-02-16T10:27:30Z         swarm-v52-w07
8859737840464953344  JOB_STATE_FAILED     2026-02-16T10:17:03.100129Z  2026-02-16T10:26:20Z         2026-02-16T10:27:20Z         swarm-v52-w06
8256255490397306880  JOB_STATE_FAILED     2026-02-16T10:17:00.734345Z  2026-02-16T10:26:26Z         2026-02-16T10:27:27Z         swarm-v52-w05
6788082011874525184  JOB_STATE_FAILED     2026-02-16T10:16:58.237018Z  2026-02-16T10:26:35Z         2026-02-16T10:27:36Z         swarm-v52-w04
4248051822037565440  JOB_STATE_FAILED     2026-02-16T10:16:55.792756Z  2026-02-16T10:26:37Z         2026-02-16T10:27:38Z         swarm-v52-w03
2176395993447137280  JOB_STATE_FAILED     2026-02-16T10:16:53.298725Z  2026-02-16T10:26:27Z         2026-02-16T10:27:28Z         swarm-v52-w02
3644569471969918976  JOB_STATE_FAILED     2026-02-16T10:16:50.809006Z  2026-02-16T10:26:31Z         2026-02-16T10:27:31Z         swarm-v52-w01
5906502384816750592  JOB_STATE_FAILED     2026-02-16T09:35:52.522745Z  2026-02-16T09:48:52Z         2026-02-16T09:50:22Z         omega-swarm-20260216-173437-14
2352036378914586624  JOB_STATE_FAILED     2026-02-16T09:35:46.231765Z  2026-02-16T09:48:15Z         2026-02-16T09:50:16Z         omega-swarm-20260216-173437-13
4460846904430821376  JOB_STATE_FAILED     2026-02-16T09:35:42.151466Z  2026-02-16T09:48:22Z         2026-02-16T09:50:23Z         omega-swarm-20260216-173437-12
2451115570716737536  JOB_STATE_FAILED     2026-02-16T09:35:37.834442Z  2026-02-16T09:48:19Z         2026-02-16T09:49:49Z         omega-swarm-20260216-173437-11
8936299034130251776  JOB_STATE_FAILED     2026-02-16T09:35:33.675765Z  2026-02-16T09:48:26Z         2026-02-16T09:50:26Z         omega-swarm-20260216-173437-10
4324613015702863872  JOB_STATE_FAILED     2026-02-16T09:35:29.423124Z  2026-02-16T09:44:23Z         2026-02-16T09:46:23Z         omega-swarm-20260216-173437-09
