NAME                 STATE                CREATE_TIME                  START_TIME            END_TIME                     DISPLAY_NAME
1959559432727691264  JOB_STATE_SUCCEEDED  2026-02-19T18:48:55.655224Z  2026-02-19T18:49:11Z  2026-02-19T19:09:19Z         omega-v60-run_cloud_backtest-20260220-024852
6945888645156962304  JOB_STATE_CANCELLED  2026-02-19T18:25:18.416896Z  2026-02-19T18:27:57Z  2026-02-19T18:48:34.591923Z  omega-v60-run_cloud_backtest-20260220-022514
3366793578792615936  JOB_STATE_FAILED     2026-02-19T17:40:10.099168Z  2026-02-19T17:42:34Z  2026-02-19T18:20:46Z         omega-v60-run_cloud_backtest-20260220-014005
1475563210273718272  JOB_STATE_FAILED     2026-02-19T17:20:26.977060Z  2026-02-19T17:23:48Z  2026-02-19T17:38:22Z         omega-v60-run_cloud_backtest-20260220-012023
6324251159091478528  JOB_STATE_FAILED     2026-02-19T17:03:34.035308Z  2026-02-19T17:08:28Z  2026-02-19T17:18:31Z         omega-v60-run_cloud_backtest-20260220-010330
4089128737776336896  JOB_STATE_SUCCEEDED  2026-02-19T16:44:16.666746Z  2026-02-19T16:46:40Z  2026-02-19T16:55:13Z         omega-v60-run_cloud_backtest-20260220-004413
8385422044799434752  JOB_STATE_FAILED     2026-02-19T15:41:01.221270Z  2026-02-19T15:45:48Z  2026-02-19T15:58:23Z         omega-v60-run_cloud_backtest-20260219-234057
1324903728989339648  JOB_STATE_FAILED     2026-02-19T15:24:38.556769Z  2026-02-19T15:26:45Z  2026-02-19T15:40:50Z         omega-v60-run_cloud_backtest-20260219-232435
4745526734198145024  JOB_STATE_CANCELLED  2026-02-19T13:10:48.617413Z  2026-02-19T13:13:42Z  2026-02-19T15:17:25.878592Z  omega-v60-run_cloud_backtest-20260219-211045
4665024890858897408  JOB_STATE_FAILED     2026-02-19T13:02:53.695929Z  2026-02-19T13:04:30Z  2026-02-19T13:10:02Z         omega-v60-run_cloud_backtest-20260219-210249
320740100306632704   JOB_STATE_FAILED     2026-02-19T12:58:05.025482Z  2026-02-19T13:00:36Z  2026-02-19T13:02:07Z         omega-v60-run_cloud_backtest-20260219-205801
6022297228557680640  JOB_STATE_SUCCEEDED  2026-02-19T12:54:17.783874Z  2026-02-19T12:56:47Z  2026-02-19T12:57:47Z         omega-v60-run_vertex_xgb_train-20260219-205414
4026903526469795840  JOB_STATE_CANCELLED  2026-02-19T03:21:45.491294Z  2026-02-19T03:24:24Z  2026-02-19T11:55:51.934820Z  omega-v60-run_vertex_xgb_train-20260219-112142
8392580415252070400  JOB_STATE_SUCCEEDED  2026-02-19T03:15:48.956931Z  2026-02-19T03:19:50Z  2026-02-19T03:21:21Z         omega-v60-v60_swarm_xgb-20260219-111545
1485105321935372288  JOB_STATE_CANCELLED  2026-02-18T04:10:21.699302Z  2026-02-18T04:12:15Z  2026-02-18T06:25:30.771516Z  omega-v60-run_vertex_base_matrix-20260218-121018
818572577084538880   JOB_STATE_FAILED     2026-02-18T04:08:43.391316Z  2026-02-18T04:12:30Z  2026-02-18T04:18:01Z         omega-v60-run_vertex_base_matrix-20260218-120840
8448796245757001728  JOB_STATE_FAILED     2026-02-18T03:56:23.023336Z  2026-02-18T03:59:42Z  2026-02-18T04:05:13Z         omega-v60-run_vertex_base_matrix-20260218-115619
2281011002956840960  JOB_STATE_FAILED     2026-02-18T03:44:01.448481Z  2026-02-18T03:47:09Z  2026-02-18T03:52:41Z         omega-v60-run_vertex_base_matrix-20260218-114358
5939059800288526336  JOB_STATE_FAILED     2026-02-18T03:33:44.289975Z  2026-02-18T03:36:52Z  2026-02-18T03:40:53Z         omega-v60-run_vertex_base_matrix-20260218-113341
7301961637521522688  JOB_STATE_FAILED     2026-02-18T03:19:20.295963Z  2026-02-18T03:23:06Z  2026-02-18T03:29:08Z         omega-v60-run_vertex_base_matrix-20260218-111917
2711667717324144640  JOB_STATE_FAILED     2026-02-18T03:06:59.261565Z  2026-02-18T03:09:55Z  2026-02-18T03:15:57Z         omega-v60-run_vertex_base_matrix-20260218-110655
2563893354551050240  JOB_STATE_FAILED     2026-02-18T02:54:38.203Z     2026-02-18T02:57:15Z  2026-02-18T03:03:17Z         omega-v60-run_vertex_base_matrix-20260218-105435
379647535276359680   JOB_STATE_FAILED     2026-02-18T02:44:21.404715Z  2026-02-18T02:47:21Z  2026-02-18T02:51:22Z         omega-v60-run_vertex_base_matrix-20260218-104418
5656740398647738368  JOB_STATE_FAILED     2026-02-18T02:32:00.514689Z  2026-02-18T02:35:01Z  2026-02-18T02:41:03Z         omega-v60-run_vertex_base_matrix-20260218-103157
2052312584379432960  JOB_STATE_FAILED     2026-02-18T02:17:32.477605Z  2026-02-18T02:20:42Z  2026-02-18T02:25:14Z         omega-v60-run_vertex_base_matrix-20260218-101729
8566206495417434112  JOB_STATE_FAILED     2026-02-18T01:45:00.595640Z  2026-02-18T01:47:38Z  2026-02-18T01:56:42Z         omega-v60-run_vertex_base_matrix-20260218-094457
3856285710118027264  JOB_STATE_FAILED     2026-02-18T01:23:27.567461Z  2026-02-18T01:26:05Z  2026-02-18T01:30:07Z         omega-v60-run_vertex_base_matrix-20260218-092324
6398356593536139264  JOB_STATE_FAILED     2026-02-18T01:01:55.986698Z  2026-02-18T01:04:38Z  2026-02-18T01:09:40Z         omega-v60-run_vertex_base_matrix-20260218-090152
3633709372284076032  JOB_STATE_FAILED     2026-02-18T00:51:44.422606Z  2026-02-18T01:04:32Z  2026-02-18T01:09:34Z         omega-v60-run_vertex_base_matrix-20260218-085141
